Unnamed: 0,name,latitude,longitude,street_1,street_2,city,state,zip-code,phone,fax,url
331,Garfield Memorial Hospital Surgical Services,37.8243973,-112.427853,200 N 400 E,,Panguitch,UT,84759,435-676-8811,435-676-1541,https://intermountainhealthcare.org/locations/garfield-memorial-hospital/
332,Garfield Memorial Hospital Women and Newborn,37.8243973,-112.427853,200 N 400 E,,Panguitch,UT,84759,435-676-8811,435-676-1541,https://intermountainhealthcare.org/locations/garfield-memorial-hospital/
333,Health & Performance Center,37.0969603,-113.5519393,652 S Medical Center Dr,,St George,UT,84790,435-251-1000,Na,https://intermountainhealthcare.org/locations/st-george-regional-hospital/
334,Heber Valley Clinic,40.49,-111.406,454 E Medical Way,,Heber City,UT,84032,435-657-4400,435-657-4460,https://intermountainhealthcare.org/locations/heber-valley-clinic/
335,Heber Valley Clinic,40.49,-111.406,454 E Medical Way,,Heber City,UT,84032,435-657-4400,435-657-4460,https://intermountainhealthcare.org/locations/heber-valley-clinic/
336,Heber Valley Clinic OB/GYN,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4400,435-657-4460,https://intermountainhealthcare.org/locations/heber-valley-clinic/medical-services/obstetric-gynecology/
337,Heber Valley Clinic Pediatrics,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4400,435-657-4460,https://intermountainhealthcare.org/locations/heber-valley-clinic/
338,Heber Valley Diabetes Clinic,40.488895,-111.40623,380 E 1500 S Ste 204,,Heber City,UT,84032,435-657-4311,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
339,Heber Valley Dialysis Center,40.488895,-111.40623,380 E 1500 S Ste 101,,Heber City,UT,84032,435-657-4680,435-657-4685,https://intermountainhealthcare.org/locations/heber-valley-hospital/
340,Heber Valley Hospital,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-654-2500,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
341,Heber Valley Hospital Behavioral Health,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4600,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
342,Heber Valley Hospital Ear Nose Throat,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-649-4106,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
343,Heber Valley Hospital Emergency Services,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-654-2500,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
344,Heber Valley Hospital Imaging Services,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4397,435-657-4387,https://intermountainhealthcare.org/locations/heber-valley-hospital/medical-services/imaging/
345,Heber Valley Hospital Infusion Therapy,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4796,435-657-4797,https://intermountainhealthcare.org/locations/heber-valley-hospital/
346,Heber Valley Hospital Labor Delivery,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-657-4453,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/medical-services/labor-delivery/
347,Heber Valley Hospital Outpatient Lab,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4392,801-442-0068,https://intermountainhealthcare.org/locations/heber-valley-hospital/
348,Heber Valley Hospital Outpatient Nutrition Services,40.488895,-111.40623,380 E 1500 S Ste 204,,Heber City,UT,84032,435-657-4311,435-657-4315,https://intermountainhealthcare.org/locations/heber-valley-hospital/
349,Heber Valley Hospital Pharmacy Services,40.4902721,-111.4068189,1485 S Hwy 40,,Heber City,UT,84032,435-654-2500,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
350,Heber Valley Hospital Physical Therapy,40.488895,-111.40623,380 E 1500 S Ste 102,,Heber City,UT,84032,435-657-4690,435-657-4692,https://intermountainhealthcare.org/locations/heber-valley-hospital/
351,Heber Valley Hospital Plastic Surgery,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-657-4455,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
352,Heber Valley Hospital Podiatry,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,801-274-9062,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
353,Heber Valley Hospital Respiratory Therapy,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-657-4444,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
354,Heber Valley Hospital Surgical Services,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-657-4455,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
355,Heber Valley Hospital Women's Health,40.4902721,-111.4068189,1485 S Hwy 40,,Heber City,UT,84032,435-654-2500,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
356,Heber InstaCare,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,435-657-4500,435-657-4517,https://intermountainhealthcare.org/locations/heber-valley-instacare/
357,Heber Valley Orthopedics,40.4902721,-111.4068189,454 East Medical Way Ste F,,Heber City,UT,84032,435-654-6360,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
358,Heber Valley Physical Medicine,40.488895,-111.40623,380 E 1500 S Ste 202,,Heber City,UT,84032,435-657-4600,Na,https://intermountainhealthcare.org/locations/location-details/heber-valley-hospital/heber-valley-hospital-south-building/heber-valley-physical-medicine/
359,Heber Valley Physical Therapy & Aquatics Center,40.488895,-111.40623,380 E 1500 S Ste 102,,Heber City,UT,84032,435-657-4690,Na,https://intermountainhealthcare.org/locations/heber-valley-hospital/
360,Heber Valley Sleep Medicine,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-657-4443,435-657-4387,https://intermountainhealthcare.org/locations/heber-valley-hospital/
361,Heber Valley Specialty Clinic,40.488895,-111.40623,380 E 1500 S Ste 202,,Heber City,UT,84032,435-657-4600,435-657-4617,https://intermountainhealthcare.org/locations/heber-valley-specialty-clinic/
362,Heber Valley Specialty Clinic Dermatology,40.488895,-111.40623,380 E 1500 S Ste 202,,Heber City,UT,84032,435-657-4600,435-657-4617,https://intermountainhealthcare.org/locations/heber-valley-specialty-clinic/medical-services/dermatology/
363,Heber Valley Specialty Clinic General Surgery,40.488895,-111.40623,380 E 1500 S Ste 202,,Heber City,UT,84032,435-657-4600,435-657-4617,https://intermountainhealthcare.org/locations/heber-valley-specialty-clinic/medical-services/general-surgery/
364,Heber Valley Specialty Clinic Urology,40.488895,-111.40623,1473 S Highway 40 Ste E,,Heber City,UT,84032,435-657-4600,435-657-4617,https://intermountainhealthcare.org/locations/heber-valley-specialty-clinic/medical-services/urology/
365,Heber Valley Urology,40.488895,-111.40623,380 E 1500 S Ste 202,,Heber City,UT,84032,435-657-4600,435-657-4617,https://intermountainhealthcare.org/locations/heber-valley-hospital/
366,Highland Clinic,40.430696,-111.784351,10968 N Alpine Hwy,,Highland,UT,84003,801-763-2900,801-763-2929,https://intermountainhealthcare.org/locations/highland-clinic/
367,Hillcrest Pediatrics,40.661853,-111.891051,5063 S Cottonwood St Ste 160,,Murray,UT,84157,801-507-1850,801-507-1875,https://intermountainhealthcare.org/locations/hillcrest-pediatrics/
368,Holladay Clinic,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6000,801-871-6150,https://intermountainhealthcare.org/locations/holladay-clinic/
369,Holladay Clinic,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6000,801-871-6150,https://intermountainhealthcare.org/locations/holladay-clinic/
370,Holladay Clinic Allergy,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6000,801-871-6150,https://intermountainhealthcare.org/locations/holladay-clinic/
371,Holladay Clinic Dermatology,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6300,Na,https://intermountainhealthcare.org/locations/holladay-clinic/
372,Holladay Clinic Draw Station,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6455,Na,https://intermountainhealthcare.org/locations/holladay-clinic/
373,Holladay Clinic Internal Medicine,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6000,801-871-6150,https://intermountainhealthcare.org/locations/holladay-clinic/
374,Holladay Clinic Pediatrics,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6200,801-871-6250,https://intermountainhealthcare.org/locations/holladay-clinic/
375,Holladay Clinic Physical Therapy,40.637794,-111.834958,6272 S Highland Dr Ste 203,,Murray,UT,84121,801-871-6350,801-871-6351,https://intermountainhealthcare.org/locations/holladay-clinic/
376,Holladay InstaCare,40.637794,-111.834958,6272 S Highland Dr,,Murray,UT,84121,801-871-6400,801-871-6444,https://intermountainhealthcare.org/locations/holladay-clinic/
377,Holladay Pediatrics - North,40.673969,-111.82903,2160 E 4500 S,,Salt Lake City,UT,84117,801-278-4693,801-278-4850,https://intermountainhealthcare.org/locations/holladay-pediatrics-north/
378,Home Infusion Pharmacy,37.0976086999999,-113.5537976,1380 E Medical Center Dr,,St. George,UT,84790,435-251-2425,Na,https://intermountainhealthcare.org/locations/st-george-regional-hospital/
379,Hurricane Clinic Draw Station,37.1777828,-113.3311326,75 N 2260 W,,Hurricane,UT,84737,435-635-6468,435-635-6463,https://intermountainhealthcare.org/locations/hurricane-valley-clinic/
380,Hurricane Valley Clinic,37.1777828,-113.3311326,75 N 2260 W,,Hurricane,UT,84737,435-635-6400,435-635-6549,https://intermountainhealthcare.org/locations/hurricane-valley-clinic/
381,Hurricane Valley Clinic Imaging Services,37.1777828,-113.3311326,75 N 2260 W,,Hurricane,UT,84737,435-635-6450,Na,https://intermountainhealthcare.org/locations/hurricane-valley-clinic/
382,Hurricane Valley Clinic Pediatrics,37.1777828,-113.3311326,75 N 2260 W Ste 200,,Hurricane,UT,84737,435-635-6500,Na,https://intermountainhealthcare.org/locations/hurricane-valley-clinic/
383,Hurricane Valley Clinic Physical Therapy,37.1777828,-113.3311326,75 N 2260 W,,Hurricane,UT,84737,435-635-6480,435-635-6499,https://intermountainhealthcare.org/locations/hurricane-valley-clinic/
384,Hurricane Valley InstaCare,37.1777828,-113.3311326,75 N 2260 W,,Hurricane,UT,84737,435-635-6550,435-635-4483,https://intermountainhealthcare.org/locations/hurricane-valley-clinic/
385,Intermountain Behavioral Access Center - St. George Regional Hospital,37.0976086999999,-113.5537976,1380 E Medical Center Dr,,St George,UT,84790,435-251-4480,435-688-4213,https://intermountainhealthcare.org/locations/st-george-regional-hospital/
386,Intermountain Behavioral Health Access Center - LDS Hospital,40.779186,-111.8795885,324 9th Ave,,Salt Lake City,UT,84143,801-408-8330,Na,https://intermountainhealthcare.org/locations/location-details/lds-hospital/lds-hospital/intermountain-behavioral-health-access-center-lds-hospital/
387,Intermountain Behavioral Health Access Center - McKay-Dee,41.184285,-111.953723,4401 Harrison Blvd,,Ogden,UT,84403,801-387-5543,801-387-5546,https://intermountainhealthcare.org/locations/mckay-dee-hospital/medical-services/behavioral-health/behavioral-health-access-center/
388,Intermountain Budge Clinic Medical Specialists,41.7570516,-111.8212022,1350 N 500 E,,Logan,UT,84341,435-752-0422,435-753-0401,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/budge-clinic/intermountain-budge-clinic-medical-specialists/
389,Intermountain Cancer Center - Alta View,40.5769969,-111.8540517,9660 S 1300 E,,Sandy,UT,84094,801-501-2600,Na,https://intermountainhealthcare.org/locations/location-details/alta-view-hospital/alta-view-hospital/intermountain-cancer-center-alta-view/
390,Intermountain Cancer Center - American Fork,40.38092,-111.767487,1152 E 200 N,,American Fork,UT,84003,801-855-4150,801-855-4101,https://intermountainhealthcare.org/locations/american-fork-hospital/medical-services/cancer-care/
391,Intermountain Cancer Center - Cassia Regional Hospital,42.5348921,-113.7817888,1501 Hiland Ave,,Burley,ID,83318,208-678-4444,208-677-6355,https://intermountainhealthcare.org/locations/cassia-regional-hospital/
392,Intermountain Cancer Center - Cedar City,37.6526773,-113.0812857,1303 N Main St,,Cedar City,UT,84721,435-868-5690,435-868-5688,https://intermountainhealthcare.org/locations/intermountain-cancer-center-cedar-city/
393,Intermountain Cancer Center - Heber Valley Hospital,40.4902721,-111.4068189,454 East Medical Way,,Heber City,UT,84032,435-654-2500,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
394,Intermountain Cancer Center - Layton,41.0556326,-111.9647893,201 W Layton Pkwy,,Layton,UT,84041,801-543-6825,801-442-0011,https://intermountainhealthcare.org/locations/location-details/layton-hospital/layton-parkway-clinic/intermountain-cancer-center-layton/
395,Intermountain Cancer Center - LDS Hospital,40.779186,-111.8795885,8th Ave & C St,,Salt Lake City,UT,84143,801-408-1146,801-408-1943,https://intermountainhealthcare.org/locations/location-details/lds-hospital/lds-hospital/intermountain-cancer-center-lds-hospital/
396,Intermountain Cancer Center - Logan,41.7550955,-111.8196426,1281 N 600 E,,Logan,UT,84341-6988,435-716-6400,385-297-2348,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-huntsman-intermountain-cancer-center-building/intermountain-cancer-center-logan/
397,Intermountain Cancer Center - McKay Dee - Ogden,41.1835577,-111.9537853,4403 Harrison Blvd Ste 2855,,Ogden,UT,84403,801-387-7150,801-442-0011,https://intermountainhealthcare.org/locations/location-details/mckay-dee-hospital/mckay-dee-medical-office-bldg/intermountain-cancer-center-mckay-dee-ogden/
398,Intermountain Cancer Center - Murray,40.6596266,-111.8918063,5131 S Cottonwood St,,Murray,UT,84107,801-507-3800,Na,https://intermountainhealthcare.org/locations/location-details/intermountain-medical-center/bldg-3-jon-karen-huntsman-cancer-building/intermountain-cancer-center-murray/
399,Intermountain Cancer Center - Riverton,40.5207996,-111.9810142,3723 W 12600 S Bldg 2 Ste 350,,Riverton,UT,84065,801-285-4750,801-285-4751,https://intermountainhealthcare.org/locations/location-details/riverton-hospital/riverton-hospital-medical-office-building/intermountain-cancer-center-riverton/
400,Intermountain Cancer Center - Sanpete Valley Hospital,39.5322279,-111.4612109,1100 S Medical Dr,,Mount Pleasant,UT,84647,435-462-4630,435-462-2609,https://intermountainhealthcare.org/locations/location-details/sanpete-valley-hospital/sanpete-valley-hospital/intermountain-cancer-center-sanpete-valley-hospital/
401,Intermountain Cancer Center - St George,37.0980594,-113.5509945,600 S Medical Center Dr,,St George,UT,84790,435-251-4900,801-442-0730,https://intermountainhealthcare.org/locations/location-details/st-george-regional-hospital-river-road/intermountain-cancer-center-of-st-george/intermountain-cancer-center-st-george/
402,Intermountain Cancer Center - Utah Valley,40.2506184,-111.6659643,395 W Cougar Blvd,,Provo,UT,84604,801-357-0775,801-357-0771,https://intermountainhealthcare.orghttps://intermountainhealthcare.org/locations/utah-valley-hospital/medical-specialties/cancer-care
403,Intermountain Medical Center Childbirth Education,40.661853,-111.891051,5063 S Cottonwood St,,Murray,UT,84107,801-507-7731,Na,https://intermountainhealthcare.org/locations/location-details/intermountain-medical-center/bldg-7-gardner-women-newborn-center/intermountain-childbirth-education/
404,Intermountain Concierge Health,40.681688,-111.48655,900 Round Valley Dr Ste 250,,Park City,UT,84060,435-658-6750,Na,https://intermountainhealthcare.orghttps://intermountainhealthcare.org/Locations/Park-City-Hospital/About/Concierge-Health
405,Intermountain Cottonwood Psychiatry and Counseling,40.6448038,-111.8861009,5770 S 250 E Ste 300,,Murray,UT,84107,801-314-2500,801-314-2501,https://intermountainhealthcare.org/locations/union-park-psychiatry-and-counseling-services/
406,Intermountain Dayspring Treatment and Recovery - Cottonwood,40.64378,-111.885625,5770 S 250 E Ste 300,,Murray,UT,84107,801-314-2600,801-314-2601,https://intermountainhealthcare.org/services/behavioral-health/dayspring/
407,Intermountain Dayspring Treatment and Recovery - Logan,41.7565858,-111.8219878,550 E 1400 N Ste T,,Logan,UT,84341,435-716-1320,435-716-1329,https://intermountainhealthcare.org/services/behavioral-health/dayspring/
408,Intermountain Dayspring Treatment and Recovery - Utah Valley,40.2506184,-111.6659643,395 W Cougar Blvd Ste 601,,Provo,UT,84604,801-357-7525,801-357-7746,https://intermountainhealthcare.org/services/behavioral-health/dayspring/
409,Intermountain Employee Clinic,40.64378,-111.885625,181 E Medical Tower Dr,,Murray,UT,84107,801-314-2121,801-314-4369,https://intermountainhealthcare.org/locations/employee-clinic/
410,Intermountain Foundation,40.7684723,-111.8886065,36 S State St,,Salt Lake City,UT,84111,801-442-3443,Na,https://intermountainhealthcare.org/locations/location-details/intermountain-foundation/intermountain-foundation/
411,Intermountain Foundation at Alta View Hospital,40.5769969,-111.8540517,9660 S 1300 E Ste 100,,Sandy,UT,84094,801-507-2040,Na,https://intermountainhealthcare.org/locations/location-details/alta-view-hospital/alta-view-hospital/intermountain-foundation-at-alta-view-hospital/
412,Intermountain Foundation at American Fork Hospital,40.3804239,-111.7671837,1034 N 500 W,,American Fork,UT,84003,801-357-7600,801-855-3548,https://intermountainhealthcare.org/locations/american-fork-hospital/
413,Intermountain Foundation at Bear River Valley Hospital,41.7259706,-112.1814638,905 N 1000 W,,Tremonton,UT,84337,801-442-3443,435-207-4715,https://intermountainhealthcare.org/locations/bear-river-valley-hospital/
414,Intermountain Foundation at Cedar City Hospital,37.6526773,-113.0812857,1303 N Main St,,Cedar City,UT,84721,435-251-2487,435-586-5052,https://intermountainhealthcare.org/locations/cedar-city-hospital/
415,Intermountain Foundation at LDS Hospital,40.779186,-111.8795885,8th Ave C St,,Salt Lake City,UT,84143,801-507-2040,Na,https://intermountainhealthcare.org/locations/location-details/lds-hospital/lds-hospital/intermountain-foundation-at-lds-hospital/
416,Intermountain Foundation at Logan Regional Hospital,41.7556724,-111.8221181,1400 N 500 E,,Logan,UT,84341,801-442-3443,Na,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/intermountain-foundation-at-logan-regional-hospital/
417,Intermountain Foundation at Orem Community Hospital,40.3034008,-111.7054491,1034 N 500 W,,Orem,UT,84057,801-714-3073,801-226-7831,https://intermountainhealthcare.org/locations/orem-community-hospital/
418,Intermountain Foundation at Park City Hospital,40.681688,-111.48655,900 Round Valley Dr,,Park City,UT,84060,435-658-6749,Na,https://intermountainhealthcare.org/locations/park-city-hospital/
419,Intermountain Foundation at Primary Children's Hospital,40.7708555,-111.8382848,100 N Mario Capecchi Dr,,Salt Lake City,UT,84113,801-662-5959,Na,https://intermountainhealthcare.org/locations/primary-childrens-hospital/
420,Intermountain Foundation at Riverton Hospital,40.5221658,-111.9827766,3741 W 12600 S,,Riverton,UT,84065,801-507-2040,Na,https://intermountainhealthcare.org/locations/riverton-hospital/
421,Intermountain Foundation at Sanpete Valley Hospital,39.5322279,-111.4612109,1100 S Medical Dr,,Mount Pleasant,UT,84647,435-462-4123,435-462-2609,https://intermountainhealthcare.org/locations/location-details/sanpete-valley-hospital/sanpete-valley-hospital/intermountain-foundation-at-sanpete-valley-hospital/
422,Intermountain Foundation at Sevier Valley Hospital,38.7815176,-112.0847553,1000 N Main St,,Richfield,UT,84701,801-357-3680,Na,https://intermountainhealthcare.org/locations/location-details/sevier-valley-hospital/sevier-valley-hospital/intermountain-foundation-at-sevier-valley-hospital/
423,Intermountain Foundation at St. George Regional Hospital,37.0976086999999,-113.5537976,1380 E Medical Center Dr,,St George,UT,84790,435-251-2480,Na,https://intermountainhealthcare.org/locations/st-george-regional-hospital/
424,Intermountain Foundation at TOSH - The Orthopedic Specialty Hospital,40.6437565,-111.882931,5848 S 300 E,,Murray,UT,84107,801-507-2040,801-314-4015,https://intermountainhealthcare.org/locations/location-details/tosh/tosh/intermountain-foundation-at-tosh-the-orthopedic-specialty-hospital/
425,Intermountain Foundation at Utah Valley Hospital,40.2500965,-111.6645973,1034 N 500 W,,Provo,UT,84604,801-357-7600,Na,https://intermountainhealthcare.orghttps://intermountainhealthcare.org/locations/utah-valley-hospital/about/give
426,Intermountain Gastroenterology Specialists,40.6617832,-111.8909787,5169 S Cottonwood St Bldg 2 Ste 610,,Murray,UT,84107,801-507-3731,801-507-3738,https://intermountainhealthcare.org/locations/intermountain-gastroenterology-specialists/
427,Intermountain Health - St. George Anticoagulation Clinic,37.0976086999999,-113.5537976,1380 E Medical Center Dr Ste 2300,,St George,UT,84790,435-251-2420,385-297-2375,https://intermountainhealthcare.org/locations/location-details/st-george-regional-hospital-river-road/st-george-regional-hospital-river-road-campus/intermountain-health-st-george-anticoagulation-clinic/
428,Intermountain Heart Institute - American Fork,40.3791709,-111.7690525,98 N 1100 E Ste 302,,American Fork,UT,84003,801-357-4600,801-357-7184,https://intermountainhealthcare.org/locations/american-fork-specialty-clinic/
429,Intermountain Heart Institute Cardiac Rehab,40.659714,-111.891064,"""5121 S Cottonwood St.",,Murray,UT,84107,801-507-4688,801-507-4688,https://intermountainhealthcare.org/locations/location-details/intermountain-medical-center/bldg-4-j-l-sorenson-heart-lung-center/intermountain-heart-institute-cardiac-rehab/
430,Intermountain Heart Institute Cardiology - Alta View,40.5795531,-111.8542365,9450 S 1300 E,,Sandy,UT,84094,801-507-3500,801-507-3505,https://intermountainhealthcare.org/locations/alta-view-clinic/medical-services/heart-services/
431,Intermountain Heart Institute Cardiology - Intermountain Medical Center,40.6617832,-111.8909787,5169 S Cottonwood St Bldg 2 Ste 520,,Murray,UT,84107,801-507-3500,801-507-3505,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/cardiology-diagnosis-and-consultation/
432,Intermountain Heart Institute Cardiology - LDS Hospital,40.779186,-111.8795885,8th Ave C St 7th Floor,,Salt Lake City,UT,84143,801-507-3500,801-507-3505,https://intermountainhealthcare.org/locations/location-details/lds-hospital/lds-hospital/intermountain-heart-institute-cardiology-lds-hospital/
433,Intermountain Heart Institute Cardiology - Park City,40.681688,-111.48655,900 Round Valley Dr Ste 201,,Park City,UT,84060,801-507-3500,801-507-3505,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/cardiology-diagnosis-and-consultation/
434,Intermountain Heart Institute Cardiology - Riverton Hospital,40.5207996,-111.9810142,3723 W 12600 S Ste 160A,,Riverton,UT,84065,801-507-3500,801-507-3505,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/cardiology-diagnosis-and-consultation/
435,Intermountain Heart Institute Cardiovascular Surgery,40.6617832,-111.8909787,5169 S Cottonwood St Bldg 2 Ste 600,,Murray,UT,84107,801-507-3600,801-507-3625,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/cardiothoracic-surgery/
436,Intermountain Heart Institute Cardiovascular Cath Lab,40.6596266,-111.8918063,5121 S Cottonwood St,,Murray,UT,84107,801-507-4100,801-507-4169,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/cardiovascular-cath-lab/
437,"Intermountain Heart Institute Heart Failure, Transplant and Artificial Heart Program",40.658222,-111.8915822,5171 S Cottonwood St Ste 500,,Murray,UT,84107,801-507-4000,801-507-4811,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/heart-failure-transplant-artificial-heart-programs/
438,Intermountain Heart Institute Heart Rhythm Specialists,40.6617832,-111.8909787,5169 S Cottonwood St Bldg 2 Ste 510,,Murray,UT,84107,801-507-3513,801-507-3584,https://intermountainhealthcare.org/services/heart-care/heart-institute/our-medical-services-and-specialties/heart-rhythm-program/
439,Intermountain Heart Institute Heart Specialty Clinic,40.658222,-111.8915822,5171 S Cottonwood St Ste 500,,Murray,UT,84107,801-507-4000,801-507-4801,https://intermountainhealthcare.org/locations/location-details/intermountain-medical-center/bldg-1-south-office-building/intermountain-heart-institute-heart-specialty-clinic/
440,Intermountain Heart Institute Saratoga Springs,40.388109,-111.9248871,354 W Crossroads Blvd,,Saratoga Springs,UT,84045,801-357-4600,801-357-7184,https://intermountainhealthcare.org/locations/location-details/saratoga-springs-clinic/intermountain-heart-institute-saratoga-springs/
441,Intermountain Heart Institute Spanish Fork,40.1335888,-111.6381703,819 E Market Place Dr Ste 2C,,Spanish Fork,UT,84660,801-357-4600,801-357-7184,https://intermountainhealthcare.org/locations/location-details/spanish-fork-hospital/intermountain-spanish-fork-clinic/intermountain-heart-institute-spanish-fork/
442,Intermountain Heart Institute - Utah Valley,40.2506184,-111.6659643,395 W Cougar Blvd Ste 503,,Provo,UT,84604,801-357-4600,801-357-7184,https://intermountainhealthcare.org/locations/utah-valley-clinic/medical-services/heart-institute/
443,Intermountain Heart & Vascular - Heber Valley Hospital,40.4902721,-111.4068189,454 E Medical Way,,Heber City,UT,84032,801-507-3500,435-654-2576,https://intermountainhealthcare.org/locations/heber-valley-hospital/
444,Intermountain Medical Center High Risk Pregnancy,40.661853,-111.891051,5063 S Cottonwood St Ste 100,,Murray,UT,84107,801-507-7400,801-507-7493,https://intermountainhealthcare.org/locations/location-details/intermountain-medical-center/bldg-7-gardner-women-newborn-center/intermountain-high-risk-pregnancy/
445,Intermountain Homecare Equipment - American Fork,40.3791709,-111.7690525,98 N 1100 E Ste 101,,American Fork,UT,84003,801-855-3586,801-442-0709,https://intermountainhealthcare.org/locations/american-fork-specialty-clinic/medical-services/homecare-and-hospice/
446,Intermountain Homecare & Hospice - Provo,40.2380688,-111.6679362,524 W 300 N Ste 101,,Provo,UT,84601,801-225-0584,801-442-0709,https://intermountainhealthcare.org/services/homecare/
447,Intermountain Homecare Equipment - Bountiful,40.8752593,-111.8932422,1440 S 500 W,,Bountiful,UT,84010,801-294-0636,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
448,Intermountain Homecare Equipment - Cedar City,37.700564,-113.064128,1333 N Main St Ste 102,,Cedar City,UT,84721,435-868-5851,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
449,Intermountain Homecare Equipment - Delta/Fillmore,39.5470087,-111.457999,130 W Main,,Mt Pleasant,UT,84647,435-743-1790,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
450,Intermountain Homecare Equipment - Heber,40.50983,-111.413969,175 N Main St Ste 104,,Heber City,UT,84032,435-657-4326,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
451,Intermountain Homecare Equipment - Intermountain Medical Center,40.6610974,-111.8866361,154 E Myrtle Ave Ste 103,,Murray,UT,84107,801-507-9100,801-442-0709,https://intermountainhealthcare.org/locations/location-details/intermountain-medical-center/myrtle-ave-building/intermountain-homecare-equipment-intermountain-medical-center/
452,Intermountain Homecare Equipment - Logan,41.7554119,-111.8283486,1300 N 200 E Ste 106,,Logan,UT,84341,435-716-5396,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
453,Intermountain Homecare Equipment - Mt. Pleasant,39.5469757,-111.4579538,130 W  Main St,,Mount Pleasant,UT,84647,435-462-3431,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
454,Intermountain Homecare Equipment - Ogden,41.1821409,-111.95006,4421 Harrison Blvd Ste A-1,,Ogden,UT,84403,801-387-5450,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
455,Intermountain Homecare Equipment - Provo,40.2506056,-111.6660742,289 W 1230 N,,Provo,UT,84604,801-357-8250,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
456,Intermountain Homecare Equipment - Richfield,38.7751081,-112.0839438,70 E 1000 N Ste B,,Richfield,UT,84701,435-896-5884,801-442-0709,https://intermountainhealthcare.org/services/homecare/services/medical-equipment/
457,Intermountain Homecare Equipment - Salt Lake Clinic,40.7617167,-111.8647734,389 S 900 E,,Salt Lake City,UT,84102,385-282-2200,801-442-0709,https://intermountainhealthcare.org/locations/salt-lake-clinic/
